gracintyAvyaktarUpAya	acintyAvyaktarUpAya
nimIlanonmIlanakAlajYAnArTamAha^candravyAsADanasya	nimIlanonmIlanakAlajYAnArTamAhacandravyAsArDonasya
varNgiItaM	vargitaM
yat	yat
tamomayArDasya	tamomayArDasya
vikzepakftivihInaM	vikzepakftivihInaM
tasmAnmUlaM	tasmAnmUlaM
vimadIrDam	vimardArDam
42	42
iti	iti
candravyAsADoMnasya	candravyAsArDonasya
tamomayArDasya	tamomayArDasya
yadU	yad
vargitE	vargitaM
vikzepakftivihInaM	vikzepakftivihInaM
tasmAnmUlaM	tasmAnmUlaM
vimardArDemapi	vimardArDamapi
jYeyam	jYeyam
tacca	tacca
candrArkadinaBogAdeva	candrArkadinaBogAdeva
tacca	tacca
zazwiGraM	zazwiGnaM
gatyantarahftaM	gatyantarahftaM
vimadaDim	vimardADam
sTityarDaM	sTityarDaM
vimadarDamapi	vimardArDamapi
praTamamEsTitaM	praTamamAsTitaM
sparSamokzayorneimIlanonmIlanayoH	sparSamokzayornimIlanonmIlanayoH
sADAraRameva	sADAraRameva
punaH	punaH
svaKakAlavikzepAnItayoreva	svasvakAlavikzepAnItayoreva
BedaH	BedaH
evaM	evaM
sTityarDadvayaM	sTityarDadvayaM
vimardArDadvayaM	vimardArDadvayaM
ca	ca
paramagrAsakAlacCoDrya	paramagrAsakAlAcCoDyaM
yojyaM	yojyaM
ca	ca
tadA	tadA
sparSamokzO	sparSamokzO
nimIlanonmIlane	nimIlanonmIlane
ca	ca
syAtAm	syAtAm
karTa	kaTaM
punaSSakzANkasya	punaSSaSANkasya
paramagrAsakAlaH	paramagrAsakAlaH
pakzAntAYcalati	pakzAntAccalati
tatpArvaBedAyalpa	tatpArSvaBedAdyalpa
1	1
sampakarDasya	samparkArDasya
kfte	kfteH
SaSivikzepasya	SaSivikzepasya
vagEta	vargitaM
SoDyam	SoDyam
sTityarDamasya	sTityarDamasya
mUlaM	mUlaM
iti	iti
mudritapAWaH	mudritapAWaH
3	2
mAnIrta	mAnItaM
spaka	syaka
grAsa	grAsa
eva	eva
tatra	tatra
sampakarDasya	samparkArDasya
zazwrisaNKayatve	zazwisaNKyatve
pAtaBAge	pAtaBAge
GawikArDena	GawikArDena
vikzepasya	vikzepasya
lisArDanyUnatvaM	liptArDanyUnatvaM
tyAta	syAt
tadratyantarasya	tadgatyantarasya
KrisAzawrakatvAtU	liptAzawkatvAt
tawUrRasya	tadvargasya
samparkAdalpatvAt	samparkAdalpatvAt
tadvargasaMyogazwralena	tadvargasaMyogamUlena
liptArDAdalpamevADikyam	liptArDAdalpamevADikyam
tatastatra	tatastatra
sTityarDakzetravaSAYjAyamAnAdADikyAda	sTityarDakzetravaSAjjAyamAnAdADikyAd
kzipahAsavaSAjAyamAnasyAlpatvasyADikyam	vikzepahrAsavaSAjjAyamAnasyAlpatvasyADikyam
tasmAt	tasmAt
tadAnIM	tadAnIM
bimbAntarasya	bimbAntarasya
nyUnatvAt	nyUnatvAt
tadEva	tadEva
paramo	paramo
grAsaH	grAsaH
evaM	evaM
pratipadi	pratipadi
rAkAyA~	rAkAyAM
vA	vA
paragrAsaH	paramagrAsaH
samBavati	samBavati
tadapIzwagrAsenEva	tadapIzwagrAsenEva
sidDam	sidDam
42	42
samastagrahaRABAve	samastagrahaRABAve
parvAntacandramaRqalavyAse	parvAntacandramaRqalavyAse
kiyAn	kiyAn
pradeSI	pradeSo
dfSya	dfSya
ityetatpradarSayitumAha^tamaso	ityetatpradarSayitumAhatamaso
vizkamBArDa	vizkamBArDaM
SaSivizkamBArDavarjitamapohya	SaSivizkamBArDavarjitamapohya
vikzepAdyacCezaM	vikzepAdyacCezaM
na	na
gfhyate	gfhyate
tacCaSAqUsya	tacCaSANkasya
BUcCAyA	BUcCAyA
43	43
iti	iti
BUcCAyAmaDyasya	BUcCAyAmaDyasya
candrabimbamaDyasya	candrabimbamaDyasya
ca	ca
yat	yat
parvAntakAle	parvAntakAle
vivaraM	vivaraM
sa	sa
eva	eva
tadAnIM	tadAnIM
vikzepaH	vikzepaH
parvAnte	parvAnte
vikzepasya	vikzepasya
SUnyatve	SUnyatve
tamomadDayaM	tamomadDazaM
eva	eva
SaSimaDyamapi	SaSimaDyamapi
tadAnIM	tadAnIM
samastagrAsaSca	samastagrAsaSca
syAt	syAt
tamaso	tamaso
vizkamBArDasya	vizkamBArDasya
AADikyAt	ADikyAt
taccandrapariDeH	taccandrapariDeH
samantata	samantata
uBayovryAsAGantarapradeSa	uBayorvyAsArDAntarapradeSa
eva	eva
BUcCAyApariDiH	BUcCAyApariDiH
ata	ata
evArkaraSmiviprakarzAt^grastasya	evArkaraSmiviprakarzAtgrastasya
candrabimbasya	candrabimbasya
varRaveSezaM	varRaviSezaM
vakzyati	vakzyati
sa	sa
kfzRatAmrastamomaDye	kfzRatAmrastamomaDye
iti	iti
yasmin	yasmin
parvaRi	parvaRi
punaruBayovryAsArDAntaratulyo	punaruBayorvyAsArDAntaratulyo
vikzepaH	vikzepaH
tadA	tadA
BUcCAyAmaDyAta	BUcCAyAmaDyAt
tAvadviprakarze	tAvadviprakarze
candrabimbamaDyam	candrabimbamaDyam
tato	tato
vikzepamUtramArgeRa	vikzepamUtramArgeRa
sunne	sUtre
pramAryapARe	pramAryamARe
candrabimbamaDyAt	candrabimbamaDyAt
KapariDeH	svapariDeH
KavyAsArDAntaritatvAd	svavyAsArDAntaritatvAd
BUcCAyAvyAsArDasyApi	BUcCAyAvyAsArDasyApi
vikzepatulyasya	vikzepatulyasya
KaRqasyADogatatvA	KaRqasyADogatatvAt
tatpariDerapi	tatpariDerapi
candrabimbapariDO	candrabimbapariDO
saMyogaH	saMyogaH
syAt	syAt
tena	tena
tadAnImapi	tadAnImapi
samastagrAsaH	samastagrAsaH
spAn	syAt
vikzepasya	vikzepasya
tata	tata
aDikye	ADikye
yAvadADikyaM	yAvadADikyaM
syAtU	syAt
candravyAsArDasya	candravyAsArDasya
tAvAn	tAvAn
pradeSo	pradeSo
BUcCAyAyA	BUcCAyAyA
bahirgataH	bahirgataH
syAt	syAt
ataH	ataH
sa	sa
pradeSo	pradeSo
dfSyaH	dfSyaH
ityetatkzetrapradarSanAya	ityetatkzetrapradarSanAya
tamaso	tamaso
vizkamBArDaM	vizkamBArDaM
SaSivizkamBADEvarjinamapohya	SaSivizkamBArDavarjitamapohya
vikzepAd	vikzepAd
yacCiwwE	yacCizwaM
na	na
gfhyate	gfhyate
tacCaSANkasya	tacCaSANkasya
ityuktam	ityuktam
evE	evaM
samparkADEpi	samparkArDamapi
tadrayAsATEkyamiti	tadvyAsArDEkyamiti
yuktinirUpaRe	yuktinirUpaRe
kalpyam	kalpam
yata	yata
uBayovryAsArDayogasAmye	uBayorvyAsArDayogasAmye
vikzepasyoBayoH	vikzepasyoBayoH
pariDisaMyogaH	pariDisaMyogaH
syAt	syAt
tato	tato
vikzepasyAlpatva	vikzepasyAlpatva
eva	eva
vfttayoH	vfttayoH
saMSlezaH	saMSlezaH
syAt	syAt
aDikye	ADikye
uBayormiTI	uBayormiTo
bahirgatatvAdeva	vahirgatatvAdeva
grahaRABAvaH	grahaRABAvaH
vikzepasyAlpatve$pi	vikzepasyAlpatve$pi
BAkapaSvAca	prAk^paScAcca
kadA	kadA
pariDisaMyoga	pariDisaMyoga
ityetat	ityetat
sampakaDEvfttagatayA	samparkArDavfttagatayA
kzepakowayEva	kzepakowayEva
jYAyate	jYAyate
yardA	yadA
kzepakowitulyaM	kzepakowitulyaM
pUrvoparavivaramuBayoH	pUrvAparavivaramuBayoH
syAt	syAt
tadA	tadA
bimbamaDyayorfjutayA	bimbamaDyayorfjutayA
vivaraM	vivaraM
tatkarRatulya	tatkarRatulyaM
syAt	syAt
ata	ata
eva	eva
sampakarDitulyasya	samparkArDatulyasya
karRasya	karRasya
vargAta	vargAt
kzepavarga	kzepavargaM
viSoDya	viSoDya
SizWasya	Sizwasya
mUlaM	mUlaM
sTityarDakzetre	sTityarDakzetraM
jYeyamityuktam	jYeyamityuktam
43	43
anayEvopapattyezwagrAsAnayanamapi	anayEvopapattyezwagrAsAnayanamapi
pradarSayati^vikzepavargasahitAt	pradarSayativikzepavargasahitAt
sTityarDAdizwavarjitAnmUlam	sTityarDAdizwavarjitAnmUlam
sampakaDacCoDyaM	samparkADAcCoDyaM
SezastAtkAliko	SezastAtkAliko
grAsaH	grAsaH
44	44
iti	iti
TityarDAdizwavarjitAn	riTatyarDAdizwavarjitAt
punarapi	punarapi
rki	kiM
viSizwAt	viSizwAt
vikzepavargasahitAt	vikzepavargasahitAt
varga	varga
eva	eva
vargo	vargo
yojya	yojya
iti	iti
lakzaRayA	lakzaRayA
tadvarga	tadvarga
evocyate	evocyate
izwavarjitaM	izwavarjitaM
sTityaDemapIzwakAlapUrvAparavivaram	sTityarDamapIzwakAlapUrvAparavivaram
tacca	tacca
sPuwAntaratulyam	sPuwAntaratulyam
tasmAd	tasmAt
izwakAle	izwakAle
zaqBayuktArkasya	zaqBayuktArkasya
candrasPuwasya	candrasPuwasya
ca	ca
yad	yad
vivaraM	vivaraM
visepavargasahitAt	vikzepavargasahitAt
tadvargAdyanmUlaM	tadvargAdyanmUlaM
tadizwakAle	tadizwakAle
dvayorbimbakendrAntaraM	dvayorbimbakedrAntaraM
syAta	syAt
yeto	yato
bimbAntare	vimbAntare
sampakarDitulye	samparkArDatulye
tayoH	tayoH
pariDisaMyogaH	pariDisaMyogaH
tata	tata
eva	eva
bimbAntare	bimbAntare
samparkArDAt	samparkArDAt
tyakta	tyakte
Sizwa	SizwaM
yat	yat
candrabimbasya	candrabimbasya
tAvAn	tAvAn
pradeSo	pradeSo
BUcCAyAyA~	BUcCAyAyAM
pravizwaH	pravizwaH
syAditi	syAditi
tattulya	tattulya
evezwakAle	evezwakAle
grAsaH	grAsaH
evaM	evaM
tatkAle	tatkAle
grastasya	grastasya
dfSyaBAgAsya	dfSyaBAgasya
ca	ca
viBAgaH	viBAgaH
kaTaM	kaTaM
punaH	punaH
sakale$pi	sakale$pi
bimbe	bimbe
ityetad	ityetad
grAsona	grAsona
sUtre	sUtre
pradarSitapEiti	pradarSitamiti
SaSigrahaRamaDyasya	SaSigrahaRamaDyasya
pakzAntAccalanam	pakzAntAccalanam
SaSitamasoH	SaSitamasoH
1	1
dA	dA
na	na
ke	kze
ka•	ka
20	2
dvayo°ga	dvayoHga
'yaToHGa°	yayoHGa
paramAsattivEikzepApakramamaRqalayo	paramAsattirvikzepapakramamaRqalayoH
maDyavfttaBuktisAmya	maDyavfttaBuktisAmya
eva	eva
hi	hi
syAt	syAt
tadEva	tadEva
grahaRamaDyaM	grahaRamaDyaM
ca	ca
sPuwasAmye	sPuwasAmye
tu	tu
vikzepakowimaRqalApakramamaRqalayoH	vikzepakowimaRqalApakramamaRqalayoH
SruttaBAgasADyameva	BuktaBAgasAmyameva
syAt	syAt
taduktaM	taduktaM
mayA	mayA
grahaRanirRaye	grahaRanirRaye
paraBakzepakowiGraH	paramakzepakowiGnaH
pAtonArkaBujAguRaH	pAtonArkaBujAguRaH
KegvikzepakowayAptaH	svezwavikzepakowyAptaH
tatkzepakftiyogataH	tatkzepakftiyogataH
padaM	padaM
yaccApitaM	yaccApitaM
yacca	yacca
pAtonArkaBujADiluH	pAtonArkaBujADanuH
tadviSerza	tadviSezaM
hata	hataM
DagyA	zazwyA
gatyantarahuta	gatyantarahftaM
kzipeta	kzipet
parvAMnte	parvAnte
yukpade	yukpade
kzepe	kzepe
SoDayed	SoDayed
vizame	vizame
pade	pade
evaM	evaM
kfto$pi	kfto$pi
parvAntaH	parvAntaH
sUryendvorgrahaRe	sUryendvorgrahaRe
sPuwam	sPuwam
iti	iti
asya	asya
yuktiH	yuktiH
maRqalAntarALanyAyena	maRqalAntarAlanyAyena
sidDayati	sidDyati
sTityarDAdyAnayarne	sTityarDAdyA^nayanaM
sUryasyApi	sUryasyApi
samAnam	samAnam
tatra	tatra
natyAdisaNkIrRatvAt	natyAdisaNkIrRatvAt
sTityarDayuktimAtrE	sTityarDayuktimAtraM
pfTagupAdAya	pfTagupAdAya
pradarSayitu	pradarSayituM
lambanAdirahite	lambanAdirahite
SaSigrahaRe	SaSigrahaRe
tadyuktiH	tadyuktiH
pradarSitA	pradarSitA
ata	ata
eva	eva
BAskareRApi	BAskareRApi
laGuBAskarIye	laGuBAskarIye
somagrahaRaM	somagrahaRaM
praTamaM	praTamaM
pradarSitam	pradarSitam
44	44
aToBayoH	aToBayoH
samAnaM	samAnaM
digvalanaM	digvalanaM
pradarSayitumAha	pradarSayitumAha
tacca	tacca
dviviDaM	dviviDaM
darSanasaMskAravat	darSanasaMskAravat
tatrAkzaM	tatrAkzaM
praTamaM	praTamaM
darSayatimaDyAhAta	darSayatimaDyAhnAt
kramaguRito$kzI	kramaguRito$kzo
dakziRato$rDavistarahfto	dakziRato$rDavistarahfto
dikU	dik
sTityarDacArkanhrostrirASisahitAyanAt	sTityarDAccArkendvostrirASisahitAyanAt
sparSe	sparSe
45	45
iti	iti
nirakzadeSe$yanAntasTasya	nirakzadeSe$yanAntasTasya
Brahvasya	grahasya
digvallarna	digvalanaM
kadAcidapi	kadAcidapi
na	na
syAt	syAt
iha	iha
tu	tu
maDyAhva	maDyAhna
eva	eva
tadaBAvaH	tadaBAvaH
tadyuktiH	tadyuktiH
GawikAmaRqala	GawikAmaRqala
eva	eva
pradaSryA	pradarSyA
KAhorAtrAntarBAvAt	svAhorAtrAntarBAvAt
tasyApi	tasyApi
nirakzadeSa	nirakzadeSa
eva	eva
hi	hi
KAhorAtravfttAni	svAhorAtravfttAni
pUrvAparAyatAni	pUrvAparAyatAni
tEta	tata
uttaratastUrDvaBAgo	uttaratastUrDvaBAgo
dakziRata	dakziRata
evAvanataH	evAvanataH
aDoBAgastUttarata	aDoBAgastUttarata
evonnataH	evonnataH
tezAmaDUDrvadigapekzayA	tezAmaDUrDvadigapekzayA
tiryaktvamakzeRa	tiryaktvamakzeRa
pariCiyate	pariCidyate
aDUDrvAyatatvaM	aDUrDvAyatatvaM
ca	ca
lambakena	lambakena
tadvaTAsasUtra	tadvayAsasUtre
vyAsArDatulyapradeSasya	vyAsArDatulyapradeSasya
karRAtmakasya	karRAtmakasya
lambakatulyEva	lambakatulyEva
kowi	kowiH
akzaMtulyEva	akzatulyEva
Bruja	BujA
ዓ•	1
goLapAdaH	yataHga
do	Ga
tezAmunmaRqalaspfzwAvayavA	tezAmunmaRqalaspfzwAvayavA
eva	eva
vizuvatsTAnIyAH	vizuvatsTAnIyAH
tatra	tatra
tiryakrusTADikyAda	tiryaktvasyADikyAd
dakziRottaramaRqalaspfzwrA	dakziRottaramaRqalaspfzwA
evAyanasTAnIyAH	evAyanasTAnIyAH
tatpariDiBAgasya	tatpariDiBAgasya
samapUrvAparatvAta	samapUrvAparatvAt
digvalanABAvAta	digvalanABAvAt
tatra	tatra
tAvadDazwikOnmaRqalasampAte	tAvadGawikOnmaRqalasampAte
ravAvuzyati	ravAvudyati
nirakzadeSasTAnAM	nirakzadeSasTAnAM
tadDanamaDyAt	tadDanamaDyAt
tatpfzWe	tatpfzWe
yatronmaRqalamudBidya	yatronmaRqalamudBidya
vinirgacCati	vinirgacCati
sa	sa
eva	eva
pArSvadeSaH	pArSvadeSaH
yatra	yatra
tatpfzWe	tatpfzWe
GawikAmaRqalaM	GawikAmaRqalaM
spfSati	spfSati
tatpradeSAvUDvOMDogatO	tatpradeSAdUrDvoDogatO
tato	tato
yat	yat
sAkzadeSe	sAkzadeSe
digvalanaM	digvalanaM
diksUtrARAM	diksUtrARAM
tiryaggamanaM	tiryaggamanaM
tadihAkzadigvalanamra	tadihAkzadigvalanam
tadyodaye	taccodaye
vyAsArDemaRqale$kzacApatulyam	vyAsArDamaRqale$kzacApatulyam
yataH	yataH
sAkzadeSe	sAkzadeSe
uBzmaRqaLadakziRottaravyAsAgrayoH	unmaRqaladakziRottaravyAsAgrayoH
kzitijAdakzatulyo	kzitijAdakzatulyo
viprakarpa	viprakarzaH
tato	tato
bimbasya	bimbasya
dakziRottarayorakzatulyameva	dakziRottarayorakzatulyameva
digvalanam	digvalanam
aDUrDvadiSoSca	aDUrDvadiSoSca
samamaRqalAd	samamaRqalAd
GawikAmaRqalasya	GawikAmaRqalasya
viBakarzo$kzatulya	viprakarzo$kzatulya
eva	eva
evamudaye$kzacApatulyameva	evamudaye$kzacApatulyameva
digvalanam	digvalanam
tasmAd	tasmAd
vyAsArDamaRqalavalanAd	vyAsArDamaRqalavalanAd
grahavimbadigvalanamapi	grahabimbadigvalanamapi
trErASikasidDam	trErASikasidDam
maDyAhe	maDyAhne
puna	punaH
grahasya	grahasya
digvalanaM	digvalanaM
na	na
syAtU	syAt
svAhorAtramaRqalAnAM	svAhorAtramaRqalAnAM
dakziRottaraspfzWaBAgasya	dakziRottaraspfzwaBAgasya
samapUrvAparatvAta	samapUrvAparatvAt
yadA	yadA
punaH	punaH
paYcaGawikAtulyo	paYcaGawikAtulyo
natakAlA	natakAlaH
tadA	tadA
GawikAmaRqaladakziRottarasvastikAta	GawikAmaRqaladakziRottarasvastikAta
prAgBAge	prAgBAge
GawikAmaRWaladvAdaSAMSe	GawikAmaRqaladvAdaSAMSe
ravibimbaGanamaDyaM	ravibimbaGanamaDyaM
syAt	syAt
tadAnIM	tadAnIM
tanmaDyaM	tanmaDyaM
vyAsArDamaRqalaM	vyAsArDamaRqalaM
tataH	tataH
prAk	prAk
paSvAca	paScAcca
GawikAmaRqalapariDipAdAMSe	GawikAmaRqalapariDipAdAMSe
spfSati	spfSati
tadA	tadA
GaqikAmaRqalAMparasvastikAdDarva	GawikAmaRqalAparasvastikAdUrDvaM
tad	tad
dvAdaSAMJe	dvAdaSAMSe
tadvayAsADemaRqala	tadvyAsArDamaRqalaM
spfSati	spfSati
pUrvaKastikAdaGaTa	pUrvasvastikAdaDaSca
dvAdaSAMSeM	dvAdaSAMSe
GawikAmaRqalatatpradeSayoH	GawikAmaRqalatatpradeSayoH
samamaRqaLAd	samamaRqalAd
viprakarpo$kzArDetuKyaH	viprakarzo$kzArDatulyaH
yataH	yataH
kzitijapradeSAt	kzitijapradeSAt
praBfti	praBfti
vyAsArDetulye	vyAsArDatulye
KamaDye$kzajyAtulyo	KamaDye$kzajyAtulyo
viprakarzaH	viprakarzaH
GawikAmaRqalonnatajyayA	GawikAmaRqalonnatajyayA
eka^rASijyayA	ekarASijyayA
samamaRqalAdviprakarza	samamaRqalAdviprakarzaH
kiyana	kiyanA
laByate	laByate
iti	iti
tatra	tatra
trErASikam	trErASikam
tacca	tacca
apakramavadava	apakramavadeva
tasmAd	tasmAd
ekarASijyAyAKijyArDatulyatvAda	ekarASijyAyAstrijyArDatulyatvAd
akzajyArDameva	akzajyArDameva
tatra	tatra
valanam	valanam
tasmAta	tasmAt
paYcaGawike	paYcaGawike
natakAle	natakAle
tatkramaYjyapEva	tatkramajyayEva
ekarASijyAyA	ekarASijyAyA
valanamAneyam	valanamAneyam
na	na
punarezkarASyutkramajyayA	punarekarASyutkramajyayA
tasmAd	tasmAd
atrApyutkramaSabda	atrApyutkramaSabda
UrDvataH	UrDvataH
pravfttatvAdeva	pravfttatvAdeva
vartate	vartate
na	na
punastenotkamajyA	punastenotkramajyA
vivakzyate	vivakzyate
sAkzAtkftajyAcApasambanDAnI	sAkzAtkftajyAcApasambanDAnAM
viSadamevEtada	viSadamevEtad
jyAKaRqanyAyasAmyAdapi	jyAKaRqanyAyasAmyAdapi
samapUrvAparaM	samapUrvAparaM
vfttaM	vfttaM
GawikAsTArkamaDyagam	GawikAsTArkamaDyagam
samamaRqalatastasya	samamaRqalatastasya
vivaraM	vivaraM
sarvarga	sarvagaM
samam	samam
akzajaM	akzajaM
valanaM	valanaM
BAnoH	BAnoH
pariDO	pariDO
vivaraM	vivaraM
tayoH	tayoH
jyAKaRqe	jyAKaRqe
kzitijAdBAnoH	kzitijAdBAnoH
mAnArDe	mAnArDe
SravaRe$kzadaH	SravaRe$kzadoH
sampakarDe$kzadoHKaRqI	samparkArDe$kzadoHKaRqo
nAnA	nAnA
tawweKanAnugam	talleKanAnugam
DanujryA	DanurjyA
maDyakowiDnA	maDyakowiGnA
trijyAptA	trijyAptA
guRaKaRqakaH	guRaKaRqakaH
akzaDnastrijyayA	akzaGnastrijyayA
Bakto	Bakto
DanujryAvfttajaM	DanurjyAvfttajaM
hi	hi
tam	tat
tasmAnatAsu	tasmAnnatAsu
maraKyAdi	maKyAdi
jyAkzaGnA	jyAkzaGnA
trijyAyA	trijyayA
hftA	hftA
trijyAmaRqalajaM	trijyAmaRqalajaM
tadDi	tadDi
jYeyamizwe$nupAtataH	jYeyamizwe$nupAtataH
natajyAkzajyayorGAtaH	natajyAkzajyayorGAtaH
trijyAptastasya	trijyAptastasya
kArmukam	kArmukam
ityuktaM	ityuktaM
sUryesidDAnte	sUryasidDAnte
trijyAdftta	trijyAvftte
ddi	hi
tadDanuH	tadDanuH
evamevAyanaM	evamevAyanaM
cintyaM	cintyaM
dyujyApakramavfttayoH	dyujyApakramavfttayoH
vivara	vivaraM
BAsvatI	BAsvato
dfte	vftte
mAnEkyArDa	mAnEkyArDe
SaSinyapi	SaSinyapi
doKaRdApakramastatra	doHKaRqApakramastatra
tacApavalane	taccApavalane
kalAH	kalAH
tasmAdutkramaSabdArTa	tasmAdutkramaSabdArTaM
BAskaro	BAskaro
valanadraye	valanadvaye
taTEvAyanikarmaRyanyaTA	taTEvAyanadfkkarmaRyanyaTA
pretyapadyata	pratyapadyata
iti	iti
akzavalanasya	akzavalanasya
bimboDrvaBAge	bimborDvaBAge
dakziRato	dakziRato
dika	dik
nityadakziRatvAdakzasya	nityadakziRatvAdakzasya
aAyanavalanadiksparSe$yanAt	AyanavalanadiksparSe$yanAt
candrasya	candrasya
prakftasvAt	prakftatvAt
tatsparSe	tatsparSe
uttarAyaRasTe	uttarAyaRasTe
grahe	grahe
uttaramAyanaM	uttaramAyanaM
vaLanamra	valanam
dakziRAyane	dakziRAyane
yAmyasU	yAmyam
evaM	evaM
pUrvArDe	pUrvArDe
candrasya	candrasya
hi	hi
pUrvArDe	pUrvArDe
sparSopalabDaH	sparSopalabDiH
yataH	yataH
KaryaM	svayaM
SIGragatiH	SIGragatiH
san	san
BUcCAyAyAH	BUcCAyAyoH
pratyagBAge	pratyagBAge
KabimbaprAgBAgena	svabimbaprAgBAgena
tAM	tAM
praviSati	praviSati
tasmAduBayorapi	tasmAduBayorapi
pUrvArDe$yanavad	pUrvArDe$yanavad
dik	dik
tata	tata
evAparArDe	evAparArDe
vyatyayena	vyatyayena
ceti	ceti
sidDam	sidDam
LSASAYqLS	1
'pratipadyatega	pratipadyatega
Da	Ga
evamAyanavalanadik	evamAyanavalanadik
AAkzasyApi	AkzasyApi
pUrvArDe	pUrvArDe
sOmyEva	sOmyEva
dik	dik
kiM	kiM
punarAyanaM	punarAyanaM
valanam	valanam
arkendvostrirASisahitAyanAt	arkendvostrirASisahitAyanAt
sidDaM	sidDaM
trirASisahitasyAkEsyendevAM	trirASisahitasyArkasyendorvA
yadapakramacArpa	yadapakamacApaM
tadevAyarna	tadevAyanaM
valanam	valanam
evaM	evaM
maDyagrahaRavalanamuktvA	maDyagrahaRavalanamuktvA
sparSamokzayorapyAha	sparSamokzayorapyAha
sTityarDAcca	sTityarDAcca
iti	iti
sTityarDaSabdena	sTityarDaSabdena
sparSamohrOM	sparSamokzO
vivakzyete	vivakzyete
sparSakAlAnmIkzakAlAcEva	sparSakAlAnmokzakAlAccEvaM
natAsujyayA	natAsujyayA
Akzavalana	AkzavalanaM
nayet	nayet
aAkzavalanasya	Akzavalanasya
hi	hi
sparSamokzayormahAn	sparSamokzayormahAn
Beda	Beda
iti	iti
tatrEva	tatrEva
sTilyaDaScetyuktam	sTityarDAccetyuktam
Ayanamapi	Ayanamapi
tAtkAlikamAneyam	tAtkAlikamAneyam
akendrostrirASisahitAyanAt	arkendvostrirASisahitAyanAt
sparSa	sparSa
ityatrApi	ityatrApi
sparSvagrahaRAd	sparSagrahaRAd
maDyagrahaRe	maDyagrahaRe
dakziRottaradigByAmeva	dakziRottaradigByAmeva
bimbapArSvaBAga	bimbapArSvaBAgasya
GAlanapU	valanam
uttarAyaRe	uttarAyaRe
tadbimbapariDyaBimuKasya	tadbimbapariDyaBimuKasya
dikrasUtrAdU	diksUtrAd
3qABAge	iqABAge
valanacApAt	valanacApAt
trErASikAnIrta	trErASikAnItaM
ravyAdipariDO	ravyAdipariDO
vA	vA
samparkADepariDO	samparkArDapariDO
vA	vA
aneyam	Aneyam
dakziRAyane	dakziRAyane
tu	tu
piNgalABAge	piNgalABAge
akzaM	AkzaM
tat	tat
taddiSa	taddiSa
iqABAga	iqABAga
eva	eva
maDyagrahaRe	maDyagrahaRe
valitasUtreRa	valitasUtreRa
vikzepaM	vikzepaM
sPuwanarti	sPuwanatiM
vA	vA
nItvA	nItvA
tadagre	tadagre
candrabimbamAleKanIyamf	candrabimbamAleKanIyam
ravibimbE	ravibimbaM
BUcCAyAbimbaM	BUcCAyAbimbaM
vA	vA
valanavfttamaDye	valanavfttamaDye
sUryasidDAnte	sUryasidDAnte
punastrijyAvfttAt	punastrijyAvfttAt
saptatyaMSavftte	saptatyaMSavftte
pariRamitaM	pariRamitaM
valanadvayam	valanadvayam
sampakIDE	samparkArDe
BAskareRa	BAskareRa
mAnase	mAnase
punA	punA
radamaRqale	radamaRqale
pariRaBitam	pariRamitam
yaTezwapakzANgIkArAya	yaTezwapakzANgIkArAya
sUtre	sUtre
na	na
viSezaH	viSezaH
kftaH	kftaH
viSvatoBuKatvAtsUtrasya	viSvatomuKatvAtsUtrasya
izwukAle$pi	izwakAle$pi
digcalanasUtreRa	digvalanasUtreRa
pUrvato$parato	pUrvato$parato
vA	vA
kowisUtrE	kowisUtraM
nayet	nayet
tato	tato
matsyamuKapucCAnusAra	matsyamuKapucCAnusAri
vikzepasUtrE	vikzepasUtraM
ca	ca
nItvA	nItvA
tadaya	tadagre
candrabimbamAliKeta	candrabimbamAliKet
spaSaMkAle	sparSakAle
malyagUdiSi	pratyagdiSi
kowisUtraM	kowisUtraM
nayet	nayet
tadA	tadA
raviBUcCAyApekzayA	raviBUcCAyApekzayA
taddiggatatvAt	taddiggatattvAt
tasya	tasya
evaM	evaM
mokze$pi	mokze$pi
prAcyAm	prAcyAm
iwwakAle	izwakAle
bimbantarawate	bimbAntaravftte
vA	vA
valana	valanaM
neyam	neyam
dvayoH	dvayoH
valanacApayayoMgo	valanacApayoryogo
viyAgo	viyogo
vA	vA
sarvatra	sarvatra
valana	valanaM
vivakzitam	vivakzitam
grahayoge$pi	grahayoge$pi
digvalanasUtre	digvalanasUtre
valanavfttaBaDyAd	valanavfttamaDyAd
yaTAdiSeM	yaTAdiSaM
dvorveikzepaM	dvayorvikzepaM
nItvA	nItvA
tadaye	tadagre
grahayovEimbe	grahayorbimbe
AliKeta	AliKet
BedoCeKApasacyAMSuvimadodike	BedolleKApasavyASuvimardAdikaM
sarva	sarvaM
jYeyam	jYeyam
sUyeMgrahaRasya	sUryagrahaRasya
vimardasTAne	vimardasTAne
sUrTaMbimbAt	sUryabimbAt
candrabambasyAltatve	candrabimbasyAlpatve
maDyataBaska^Demeva	maDyatamaskArDameva
vi5darDam	vimardArDam
digvalanavaSAt	digvalanavaSAt
kzepavaSAca	kzepavaSAcca
grahaRe	grahaRe
hanuBedapADeBedapAyuBe6A3irPa	hanuBedapArSvaBedapAyuBedAdikaM
sarvE	sarvaM
jYeya	jYeyam
yata	yataH
saMhitayAM	saMhitAyAM
sadvaSAM	tadvaSAt
PalaviSezAH	PalaviSezAH
darSitAH	pradarSitAH
45	45
