sUlamiti	mUlamiti
SrAnIya	AnIya
taBiH	tABiH
hrIrAtrArDadvattAni	svAho^rAtrArDavfttAni
tadanantaraM	tadanantaraM
citijyAstataSvarajya	kzitijyAstataScarajyA
iti	iti
kramAdAnayet	kramAdAnayet
tatastAsAM	tatastAsAM
carazyAnAM	carajyAnAM
DaturBi	DanurBiH
DanurAtmakEKiBi	DanurAtmakEstriBiH
mazakzamiTunAntaBaveSvaraKaRqE	mezavfzamiTunAntaBavEScaraKaRqEH
kIdfSeH	kIdfSEH
aDo$DI	aDo$Do
viSudDe	viSudDEH
praDIDastanacaraKaRqe	aDo$DastanacaraKaRqEH
viSudDE	viSudDEH
uttarottaraKaRqE	uttarottaraKaRqEH
etaduktaM	etaduktaM
BavatimiTunAntacaraKaRqAt	BavatimiTunAntacaraKaRqAt
mazakzacaraKaMqAn	mezavfzacaraKarAqAn
SrIDavet	SoDayet
taTA	taTA
dvazAntacaraKaRqAnmezacaraKaRqaM	vfzAntacaraKaRqAnmezacaraKaRqaM
tatra	tatra
SizwEH	SizwEH
SudESvaraKaRqeyAvat	SudDEScaraKaRqEryAvat
KarAmE	KarAmEH
praTamadBAraBya	praTamamAraBya
ciSatsaMKyApUrakaBAgAntEraMSErizwadinaBavamapi	triSatsaMKyApUrakaBAgAnatEraMSErizwadinaBavamapi
caradalaM	caradalaM
sADyamityarTaH	sADyamityarTaH
SravIdAharaRammezAntajyA	atrodAharaRammezAntajyA
SrazwaSUnya2^KaracJA	azwaSUnya2svarakzmAH
1708	1708
dArnOsevya	dAnIsevyaM
ityacArasaMKyayA	ityakzarasaMKyayA
dvazAntajyA	vfzAntajyA
SragabARanavavAhava	agabARanavavAhavaH
2850	2957
haMmaDArI	hemaDArA
dUti	iti
miTunAntajyA	miTunAntajyA
tiTiyugAgnaya	tiTiyugAgnayaH
3415	3415
mAnyIBage	mAnyoBargaM
ityAdiBijryABi	ityAdiBirjyABi
prasPuwadyumaRibAhuSiicJanItAqti	prasPuwadyumaRibAhuSiYjinItAqite
lyAdinyAyenAnItAH	tyAdinyAyenAnItA
krAntijyA	krAntijyA
mezasya	mezasya
vaQANgarakzA	vedANkarasAH
684	694
actrapramARaM	akzarapramARaM
viDAteti	viDAte^ti
vazasya	vfzasya
dasrABtrasUryAH	dasABrasUryAH
1202	1202
varRasaMKyA	varRasaMKyA
prajYApriya	prajYApriyaH
miTunasya	miTunasya
nAgastasberamaguRaBuva	nAgastamberamaguRaBuvaH
1388	1388
SrABi	ABiH
krAntijyABi	krAntijyABiH
padaM	padaM
yattat	yattat
trijyAkAtivivarajAtaM	trijyAkftivivarajAtaM
Bavati	Bavati
tad	tad
dyuratrivyAsArDemiti	dyurAtrivyAsArDamiti
nyAyenAnItAni	nyAyenAnItAni
KAhlIrAtrArDAni	svAhorAtrArDAni
mezasya	mezasya
vadAbDiguRAgnayaH	vedAbDiguRAgnayaH
3344	3344
vazasya	vfzasya
rasANkaBUvanvayaH	rasANkaBUvahnayaH
3186	3196
miTunasya	miTunasya
vyImatigmAMSurAmAH	vyomatigmAMSurAmAH
3120	3120
aTa	ayaM
kujA	kujA
syAt	syAt
krAttijyA	krAntijyA
palaguRahatA	palaguRahatA
lagba3vidrtA	lamba3vihftA
iti	iti
nDArya	nyAyena
KadeSAcajyayA	svadeSaSAkzajyayA
mezAdInAM	mezAdInAM
citijyAH	kzitijyAH
sADyAH	sADyAH
tABiDa	tABiSca
trijyayA	trijyayA
viniGnatA	vinihatA
1	1
jOvATAlayet	jIvAScAlayet
dati	iti
SrA	A
pAWa	pAWaH
2	2
SrawaSUnyemA	azwaSUnyakzmAH
dfti	iti
Srei	aA
pastakET	pustake
3	3
lambavihat	lambavihatA
vipraSnADyAyaM	tripraSnADyAyaH
22e	22
mahOBavA	mahIBavA
dyUjyayA$Ta	dyujyayA$Ta
vihftA	vihftA
carajyakA	carajyakA
ityAdinA	ityAdinA
mezAdOnAM	mezAdInAM
carajyA	carajyAH
sADyAH	sADyAH
tAccApOkvatASvaradalaprARA	tAScApIkftAScaradalaprARA
ityucyante	ityucyante
tatra	tatra
miTunAntacaradalaprARaByo	miTanAntacaradalaprAReByo
mezavazayI1SvaradalaprARAn	mezavfzayo1ScaradalaprARAn
SrIDayet	SoDayet
SizwA	SizwA
vazasya	vfzasya
svadeScaraprARA	svadeSacaraprARAH
mezasya	mezasya
praTamatvAt	praTamatvAt
SoDyABAvAccApameva	SoDyABAvAccAApameva
KadeSacaraprARAH	svadeSacaraprARAH
tEjYErASikenABIzwacaradala^mapyAneyam	tEstrErASikenABIzwacaradalamapyAneyam
tadyaTAyadi	tadyaTAyadi
triMSadBAgAnta	triMSadBAgAnte
ime	ime
caradalaprARA	caradalaprARA
laByante	laByante
tadA$BIzwaBAgAnta	tadA$BIzwaBAgAnte
kiyanta	kiyanta
ityaBIzwadinacaradalaprAptiH	ityaBIzwadinacaradalaprAptiH
Sratra	atra
vAsanAsaMkrAnticApAgrezu	vAsanAsaMkrAnticApAgrezu
KAhIrAtravfttAni	svAhorAtravfttAni
vinyasya	vinyasya
pradarSayet	pradarSayet
mezaKAhorAtravfte	mezasvAhorAtravftte
yat	yat
citijInmaRqalayorantare	kzitijonmaRqalayorantare
cApaKaRqaM	cApaKaRqaM
tanmezacaraKaRqaM	tanmezacaraKaRqaM
yacca	yacca
vizaKAhIrAtravittaM	vfzasvAhorAtravftte
taddfzasya	tadvfzasya
evaM	evaM
miTanaKAddIrAtravatta	miTunasvAhorAtravftte
tanmiTnasya	tanmimiTunasya
tato	tato
miTunacaraKaRqAnmezazWazacaraKaRqaM	miTunacaraKaRqAnmezavfzacaraKaRqaM
viSoDya	viSoDya
SezI	Sezo
gwadyate	gfhyate
yatastAvadanta	yatastAvadantaraM
svadeSacitatijonmaRaqalayI	svadeSakzitijonmaRqalayoH
evaM	evaM
dvazacararaKaRaqa़AnmezacararaharaRqaM	vfzacaraKaRqAnmezacaraKaRqaM
prIDyata2	SoDyate2
ye	ye
mazakzamiTunAnAM	mezavfzamiTunAnAM
krAntijyayA	krAntijyayA
kIwyA	kowyA
citijyayA	kzitijyayA
BujabA	BujayA
gIle	gole
pradrSeyat	pradarSayet
14	14
aDunA	aDunA
laNkArASyudayaprARAnayanapUrvaka	laNkArASyudayaprARAnayanapUrvakaM
KadeSarASyudayAnayanaM	svadeSarASyudayAnayanaM
svagDarAzwattenAhra	sragDarAvfttenAha
anya3dyujyAviniGnAH	antya3dyujyAviniGnAH
kriyazwazamiTunajyA	kriyavfzamiTunajyA
hftAH	hftAH
KadyumOvyA	svadyumOrvyA
prARAnAM	prARAnAM
cApaliptA	cApaliptA
viracitavivarAH	viracitavivarAH
syurniracodayAste	syarnirakzodayAste
vinyastASva	vinyastASca
krameRa	krameRa
kramacaraSakalErvarjitA	kramacaraSakalErvarjitA
vyutkramasyA	vyutkramasTA
vyastanyastESca	vyastanyastESca
yuktA	yuktA
nijavizayaBavAste	nijavizayaBavAste
kramaMduirakramAcca^15	kramAdutkramAcca^15
SrayaM	ayaM
prayogaHantyadyujyA	prayogaHantyadyujyA
miTunaKAhorAtrArDa	miTunasvAhorAtrArDaM
vyomatigmAMSurAmA	vyomatigmAMSurAmAH
3120	3120
termezadvazamiTanAnAM	tErmezavfzamiTunAnAM
jyA	jyA
hftvA	hatvA
tezAmeva	tezAmeva
KAhorAtrArDena	svAhorAtrArDena
haret	haret
labDAni	labDAni
cArpI^katya	cApIkftya
svADastanarASyudayaprARAn	svADastanarASyudayaprARAn
tyajet	tyajet
SizwA	SizwA
laNkodayaprARAH	laNkodayaprARAH
syuH	syuH
etadutAM	etaduktaM
BavatimazajyA	BavatimezajyA
1708	1708
vyImatigmAMSurAme	vyomatigmAMSurAmE
3120	3120
ha~lvA	rhatvA
mazasvAnhIrAtrArDena	mezasvAhorAtrArDena
3344	3344
Jarat	haret
labDA	labDA
mazIdyajyA	mezodayajyA
1583	1593
taTA	taTA
vazAnta^jyA	vfzAntajyA
2857	2957
vyImatirasmAMSuvanhiBi	vyomatigmAMSuvahniBi
1	1
dvazayIradala^prARA	vfzayoradalaprARa
iti	iti
SrA	aA
pastakaM	pustake
2	2
ava	atra
vrawita	truwitaM
kiBapyastOti	kimapyastIti
pratIyataM	pratIyate
3	3
anyadujya	antyadyujyA
viniGnA	vaniGnA
kriyahazamiDunA	kriyavfzamiTunA
jyAitA	jyAhftA
KadyumOvyA~	svAdyumOrvyA
prAptAnAM	prAptAnAM
cAvaliptA	cAvaliptA
iti	iti
mU	mU
pIWasnadyaH	pAWastaTA
cantyadyujyAviniGnaM	antyadyujyAviniGnAM
kriyakzamiTunajyAdDatA	kriyadvfzamaDunajyAhftA
KaduyamIvyO	svadyumorvyA
iti	iti
Sra	A
pAWa	pAWaH
230	230
sidDAntIoraKare	sidDAntaSeKare
3120	3120
ItvA	rhatvA
vazasvAcCrIrAcArDena	vfzasvAhorAtrArDena
3186	3196
iret	haret
labDA	labDA
laNgAyAM	laNkAyAM
dvazIwrayajya	vfzodayajyA
さくなな、も	2887
BiDunIdayajyA	miTunodayajyA
vyAsArDameva	vyAsArDameva
tAH	tAH
krameRa	krameRa
cApISjatA	cApIkftAH
mezasya	mezasya
1	1
KAdriramelwva	KAdriramenadavaH
1670	1670
vizasya	vfzasya
bARattuMvadAgnayaH	bARarttuvedAgnayaH
3465	3465
miTnasya	miTunasya
KAgAbDibARAH	KAgAbDibARAH
5470	5470
tatra	tatra
mezasya	mezasya
prAptacApameva	prAptacApameva
niracodayA	nirakzodayA
laNkzIdayaprARA	laNkodayaprARAH
vizIdyAnnazIdyaM	vfzodayAnmezodayaM
tyahvA	tyaktvA
SizwA	SizwA
laNkodayA	laNkodayAH
te	te
ca	ca
bARANkaSElendava	bARANkaSElendavaH
1785	1795
miTunIdayAkzavazayIIyIrapyudayaprARAMstyaktA	miTunodayAnmezavfzayordvayorapyudayaprARAMstyaktvA
SizwA	SizwA
bARAgninandendava	bARAgninandendavaH
1835	1935
ta	te
ca	ca
krameR	krameRa
paMktitvaM	paMktitraye
vinyastA	vinyastAH
kAryA	kAryAH
punavyetkrameRa	punarvayutkrameRa
paMptiAcaye	paMktitraye
sTApyA	sTApyAH
tatra	tatra
kramandyastaBya	kramanyasteByaH
krameRa	krameRa
caradalAni	caradalAni
tyantrA	tyaktvA
utkramanyastEzu	utkramanyastezu
yojabEt	yojayet
yataH	yataH
KadeSavizuvanamaRqalamacavaSAt	svadeSavizuvanmaRqalamakzavaSAt
tiryagBUtaM	tiryagBUtaM
taddaSena	tadvaSena
ca	ca
KAccrIrAtrazvattAni	svAhorAtravfttAni
ca	ca
atI	ato
mezAdiKIQayakowayaH	mezAdisvodayakowayaH
KacarArDatuKyamapacIyante	svacarArDatulyamapacIyante
yato	yato
vizuvavfttAdyapAdaH	vizuvadvfttAdyapAdaH
SIGrasudeti	SIGramudeti
tena	tena
carADena	carArDena
dvitIyapAdaH	dvitIyapAdaH
paScAdudeti	paScAdudeti
tasmAttatra	tasmAttatra
tasya	tasya
yoga	yoga
iti	iti
punarapi	punarapi
kramAdutkramAcvaMIdayanyAsa	kramAdutkramAccodayanyAsaH
tatrEva	tatrEva
caradalatyAgayojane	caradalatyAgayojane
taTA	taTA
cAdye	cAdye
zazWe	zazWe
saptame	saptame
dvAdaSa	dvAdaSe
ca	ca
mezIdaya^nBasa	mezodayanyAsaH
a्rAdyAt	AdyAt
iAdfSAcaradyraM	dvAdaSAccaradalaM
tyakA	tyaktvA
zazWe	zazWe
saptame	saptame
ca	ca
yojayet	yojayet
dvitIyaM	dvitIyaM
varaKaRqaM	caraKaRqaM
dvitIyAdekAdaSAcca	dvitIyAdekAdaSAcca
tyaklA	tyaktvA
paYcame$zwame	paYcame$zwame
ca	ca
yojayet	yojayet
QatIyamapi	tftIyamapi
carArDa	carArDaM
QatIyAccaramAcca	tftIyAccaramAcca
tyatvA	tyaktvA
navame	navame
caturTe	caturTe
ca	ca
yojayet	yojayet
KadeSIdayA	svadeSodayA
Bavanti	Bavanti
dvitIyaSftIyO	dvitIyatutIyo
pAdAvAdyacaturToM	pAdAvAdyacaturTo
ca	ca
samAviti	samAviti
BAvaH	BAvaH
atra	atra
vAsanAKagole	vAsanAKagole
daciRottaraKastikayoraDaH	dakziRottarasvastikayoraDaH
SalAkAgre	SalAkAgre
golaM	golaM
praveSya	praveSya
niractgIle	nirakzagole
pradarSyA	pradarSyA
tadyaTAvizuvanmaRqalAduttareRa	tadyaTAvizuvanmaRqalAduttareRa
mezavazamiGunAnAM	mezavfzamiTunAnAM
krAntyagrezu	krAntyagrezu
KAhIrAtratrayaM	svAhorAtratrayaM
baDnIyAt	baDnIyAt
Bagole	Bagole
tadeva	tadeva
kakiMsiMCkanyAnAmutkramaRa	karkisiMhakanyAnAmutkrameRa
evaM	evaM
vizuvatI	vizuvato
dacini	dakziRena
tulAdInAM	tulAdInAM
trayARAM	trayARAM
tadeva	tadeva
makarAdInAmutkrameRa	makarAdInAmutkrameRa
Bavati	Bavati
tato	tato
mezajyAtulyena	mezajyAtulyena
vyAsArDena	vyAsArDena
vfttaM	vfttaM
BagIlamaDye	BagolamaDye
daciRottarAvagAhi	dakziRottarAvagAhi
baDnIyAt	baDnIyAt
taTA	taTA
tasya	tasya
maDyaM	maDyaM
BUmaDyanirgatapUrvAparAyatastre	BUmaDyanirgatapUrvAparAyatasUtre
Bavati	Bavati
taddfzajyAbyAsArDenAnDadfttaM	tadvfzajyAvyAsArDenAnyadvfttaM
baGnIyAt	baDnIyAt
miTunajyayA	miTunajyayA
ca	ca
yadfttaM	yadvfttaM
tadyAmyottaramaRqalaM	tadyAmyottaramaRqalaM
tizwati	tizWati
evaM	evaM
vattane$pi	vfttatraye$pi
strasvajIvA	svasvajIvA
karReH	karRaH
tiryek	tiryak
krAntijyA	krAntijyA
dacitRIttaraBujA	dakziRottaraBujA
kIwikzIDvaM	kowiScorDvA
na	na
niiyataM	jYAyate
mazavazayormiTunasya	mezavfzayormiTunasya
tu	tu
KAiMIrAtrArDaM	svAhorAtrArDaM
KAhlIrAtravitta	svAhorAtravftte
kowijYIyate	kowirjYAyate
evamavasTitenEtararASiByAM	evamavasTitenetararASiByAM
iyasya	dvayasya
vyAsArDadvartana	vyAsArDavfttena
jYAyate	jYAyate
tatkowyAnayanArTa	tatkowyAnayanArTa
trErASviAiyaM	trErASikadvayaM
1	1
KAdirasendava	svAdirasendava
iti	iti
SrI	aA
pustakaM	pustake
tripraSADyAyaH	tripraSnADyAyaH
2^6^1	291
BaNatvA	BaNktvA
ekaM	ekaM
kriyate	kriyate
kaTaMyadi	kaTaMyadi
miTunavfttakarRasya	miTanavfttakarRasya
trijyAyA	trijyAyA
miTunaKAhIrAtrArDapramARA	miTunasvAhorAtrArDapramARA
koowi	kowiH
tanmezajyAkarRasya	tanmezajyAkarRasya
kA	kA
koowiriti	kowiriti
evaM	evaM
KAncorAtranizyatrA	svAhorAtranizpannA
kowi	kowiH
tato	tato
hitOyaMyadi	dvitIyaMyadi
KAqa़orAcadvatta	svAhorAtravftta
etAvatI	etAvatI
kowiKijyAvfte	kowistrijyAvftte
kiyatIti	kiyatIti
sA$tra	sA$tra
trijyA	trijyA
praTama	praTame
BAgachAraH	BAgahAraH
dditIya	dvitIye
guRakAraH	guRakAraH
tatastulyatvAttayormiTunAiMIrAvasya	tatastulyatvAttayormiTunAhorAtrasya
mazajyA	mezajyA
guRakAra	guRakAraH
tadhrIrAtrArDa	tadahorAtrArDaM
BAgacAraH	BAgahAraH
PalaM	PalaM
vyAsArDagatA	vyAsArDagatA
kIwi	kowiH
evaM	evaM
vazasyApi	vfzasyApi
miTnapraTamaMtrErASike	miTunapraTamatrErASike
guRiArayIstulyalvAttadchrIrAtrArDameva	guRahArayostulyatvAttadahorAtrArDameva
KAiMIrAtrArDakIwi	svAhorAtrArDakowiH
tato	tato
vyAsArDe	vyAsArDaM
pariRAsyate	pariRamyate
tatrApi	tatrApi
guRachrArayostuKyatvAt	guRahArayostulyatvAt
trijyeva	trijyEva
vyAsArDaMvattakowi	vyAsArDavfttakowiH
evaM	evaM
catrabanDena	kzetrabanDena
pradarSyatetadyaTA	pradarSyatetadyaTA
apamaRqale	apamaRqale
mezAnte	mezAnte
srutrasyEvAmagraM	sUtrasyEkamagraM
baDvA	baDvA
vizuvatI	vizuvatI
dacitraRena	dakziRena
mInAdO	mInAdO
baDnIyAt	baDnIyAt
evaM	evaM
vizAntakumBAdyI	vfzAntakumBAdyoH
evaM	evaM
miTunAntamakarAdyI	miTunAntamakarAdyoH
tAni	tAni
ca	ca
sUtrARi	sUtrARi
pUrvepradarSeitadvattAnAM	pUrvapradarSitavfttAnAM
vyAsAs^zAmaDa	vyAsareKAmaDaH
KyitAni	sTitAni
yAnyaDIni1	yAnyarDAni1
prApya	prApya
parAyatastatrAvacCviAni	parAyatastatrAvacCinnAni
te	te
karRAH	karRAH
niracacitije	nirakzakzitije
pUrvasyAM	pUrvasyAM
diSi	diSi
krAntyagre	krAntyagre
sUtratrayaM	sUtratrayaM
baDvA	baDvA
parasyAM	parasyAM
diSi	diSi
nOtvA	nItvA
citija	kzitija
eva	eva
krAnyagrezu	krAntyagrezu
bannEoyAt	baDnIyAt
tAni	tAni
tatra	tatra
tezAmudayAstasUtrARi	tezAmudayAstasUtrARi
citijInmaRqalayorekatvAttataH	kzitijonmaRqalayo^rekatvAttataH
prAcyaparodayAstasUcAgrayoryAvadantaraM	prAcyaparodayAstasUtrAgrayoryAvadantaraM
svaCattamaDyAttAvatpamARaM	svavfttamaDyAttAvatpramARaM
sUcacayaM	sUtratrayaM
dacitraRIttarAyataM	dakziRottarAyataM
baGnIyAt	baDnIyAt
krAntijyA	krAntijyA
BujA	BujA
pfTak	pfTak
tato	tato
mezAnte	mezAnte
sUtraM	sUtraM
baDvA	baDvA
UrDvamAnIya	UrDvamAnIya
KakrAntyagre	svakrAntyagre
baGnIyAt	baDnIyAt
tadudayAstasruve	tadudayAstasUtre
evaM	evaM
vazamiTunayorapi	vfzamiTunayorapi
tA	tAH
GfTak	pfTak
kIwaya	kowayaH
pUrvapradarSitAH	pUrvapradarSitAH
KakIvyudayena	svakowyudayena
mezAdInAmudayI	mezAdInAmudayo
Bavati	Bavati
tiryakKAnAM	tiryaksTAnAM
yatI	yato
vizuvanJaRqalavaSena	vizuvanmaRqalavaSena
sarvaBapaYjarasya	sarvaBapaYjarasya
BtramaRam	BramaRam
atastAmo	atastAsAM
koowono	kowInAM
cApAni	cApAni
kriyante	kriyante
cApavattagatyA	cApavfttagatyA
ci	hi
BapaYjarodayaH	BapaYjarodayaH
tezAM	tezAM
copAnAmantarARi	cApAnAmantarARi
ca	ca
kriyantaM	kriyante
yatI	yato
miTunakIvyA	miTunakowyA
rASitrayamapyudeti	rASitrayamapyudeti
izakIvyA	vfzakowyA
rASiddaTaM	rASidvayaM
pfTak	pfTak
codayA	codayA
jYAtumizyante	jYAtumizyante
prataScApAntarARi	ataScApAntarARi
yujyante	yujyante
cApaliptASca	cApaliptASca
prARA	prARA
Bavanti	Bavanti
prAgni	prARena
kalAM	kalAM
BapaYjaraM	BapaYjaraM
BramartIti	BramatIti
vacyamARatvAt	vakzyamARatvAt
kakryArdInAmapyutkumeRa	karkyAdInAmapyutkrameRa
vAsanA	vAsanA
yojyA	yojyA
daciRatastulAdInAM	dakziRatastulAdInAM
krameRa	krameRa
makarAdInAmutkrameRa	makarAdInAmutkrameRa
yojyeti	yojyeti
15	15
brahmaSuBaM	brahmaguptaH
miTunAhorAtrArDa	miTunahorAtrArDaM
kriyAdA^hIrotradala^hftaM	kriyadyahorAtradalahftaM
SuRitama	guRitam
ta^jagrABirAptacApAntarARi	tajjyABirAptacApAntarARi
laqrOdayaprARA^1	laNkodayaprARaH1
jyAvargAt	jyAvargAt
krAntijyAvargIgAt	krAntijyAvargAt
tatpawAhatA	tatpadAhftA
cijyA	trijyA
KAhIrAcArDahftA	svAhorAtrArDahftA
cADaSApAntarARyudyavATASA	cADaScApAntaraMRyaTavA
svacarAsfBirunayutA	svacarAsuBirUnayutAH
kra^mItkamaraTa	kramotkramasTEH
kramItkramasya^te	kramatotkramasTAste
udayaprARAvyastA	udayaprARAvyastA
dvati	iti
1	1
atra	atra
prAcyaparAyatasUtvAvacCitrAni	prAcyaparAyatasUtrAvacCinnAni
iti	iti
sADu	sADu
pratEOyale	pratIyate
2^32	232
sidDAntaSIraWare	sidDAntaSeKare
viDAntareRa	viDAntareRa
niracodayAn	nirakzodayAn
pradarSayan	pradarSayan
mandAkrAntAdvattamAi^tatkrAntijyAkkati1virahitAcCiYjinOvargato	mandAkrAntAvfttamAhatatkrAntijyAkfti1virahitAcCiYjanIvargato
vA	vA
2mUlaM	2mUlaM
yat	yat
syAt	syAt
ciBavanaguRastAqtistena	triBavanaguRastAड़itastena
Banta	BaktaH
KadyujyABi3rvihitaDanuzAM	svadyujyABi3rvihitaDanuzAM
taraPalAnAmaDo$DaH	tatPalAnAmaDo$DaH
saMSaNKAnAM	saMSudDAnAM
mivirasumayAste	mitirasumayAste
niracodayA	nirakzodayAH
syu	syuH
16	16
tacCabdena	tacCabdena
mezAdayI	mezAdayo
gwahyante	gfhyante
tadayamarTaH—mezAdInAM	tadayamarTaHmezAdInAM
jyAvargAt	jyAvargAt
kramAnmezAdikrAntijyAvarga	kramAnmezAdikrAntijyAvargaM
viSoDya	viSoDya
Sezasya	Sezasya
yanmUlaM	yanmUlaM
tena	tena
5	5
trijyAM	trijyAM
guRayitvA	guRayitvA
KakIyaKAccIrAtrArDena	svakIyasvAhorAtrArDena
haret	haret
PalAni	PalAni
cApOkkatya	cApIkftya
teByaH	teByaH
pUrvapUrvarASyudayAn	pUrvapUrvarASyudayAn
saMSoDya	saMSoDya
SizwA6miti	SizwA6mitiH
saMKyA	saMKyA
yA	yA
ta	te
iti	iti
bacuvacanaM	bahuvacanaM
niracIdyaviSezaRatvAt	nirakzodayaviSezaRatvAt
ktaM	kftaM
mEva	sEva
maMKyA	saMKyA
laNkziIdayaprARasaMKyA	laNkodayaprARasaMKyA
BavatItyarTaH	BavatItyarTaH
etaduktaM	etaduktaM
BavatimazajyAvargAt	BavatimezajyAvargAt
mazatAntijyAvarga	mezakrAntijyAvargaM
viSoDya	viSoDya
SizwasyamUlena7	Sizwasya^mUlena^7
trijyAM	trijyAM
itvA	hatvA
meDaKAhorAtrArDena	mezasvAhorAtrArDena
iret	haret
labDasya	labDasya
cApaM	cApaM
laNkAyAM	laNkAyAM
mazIdayaprARAH	mezodayaprARAH
evaM	evaM
KajIvAkrAntiByAM	svajIvAkrAntiByAM
dvaDamiTanayorapi	vfzamiTunayorapi
tayo	tayoH
pUrveSIDanaSizwaM	pUrvaSoDanaSizwaM
samAnam	samAnam
Sratra	atra
vAsanApUrvetra	vAsanApUrvatra
KajIvA	svajIvAH
karRA	karRA
uktA	uktAH
krAntijyASca	krAntijyASca
BujA	BujAH
tata	tataH
sKavargeByaH	svasvavargeByaH
KaKaBujAvargAn	svasvaBujAvargAn
viSoDya	viSoDya
SizwamUlAni	SizwamUlAni
KAi~orAtranizyatrAH	svAhorAtranizpannAH
kaMowayaH	kowayaH
tataKErASikam	tatastrErASikam
yadi	yadi
KAhIrAtravftte	svAhorAtravftte
etAvatya	etAvatyaH
kowayastadA	kowayastadA
trijyAvftaM	trijyAvftte
kiyatya	kiyatya
1	1
kvativirahitA	kftivirahitAH
t24yxtu5	2^labDaM^yat
3	3
fvaraM^chitavaSuH	virahitaDanuH
4	4
maMSuNgAnAmitirasura^mayA	maMSudDAnAmitirasuramayA
te	te
dUti	iti
mU	mU
pAWa	pAWaH
2	2
mUlaM	mUlaM
yasyAM	yasyAM
iti	iti
SrA	A
pa4	pAWaH
5	5
cijyAgaRayitvA	trijyAgaRayitvA
I	6
SizwA^mati	SizwAmatiH
saMgwyA^yA^ta	saMKyAyAte
7	7
cavyA^hatvA	trijyAhatvA
na	lallaH
mezasya	mezasya
gI	goH
pfTagarTI	pfTagaTo
miTunamya	miTunasya
movyOM	mOrvyA
171w^25^78^3438	101929783438
catuRRI	kzuRRo
gwahavrayaBavI	gfhatrayaBavo
dyuguRI	dyuguRo
3141viBakta	3141^viBaktaH
KadyajyayA	svadyujyayA
PalaDanUMzi	PalaDanUMzi
viSoDitAni	viSoDitAni
laNkIdayasviva	laNkodayAsava
dUti	iti
pravadanti	pravadanti
santaH	santaH
te	te
cAsavI	cAsavo
gaganaBUDarazawkacandrA	gaganaBUDarazawkacandrAH
1670	1670
সম্বৱন্তমযযিনীং	paYcANkasaptaSaSino$
৩২	1795
ঘ্যাঙ্কশ্বল্পা	kzaguRaNkacandrAH
ং২২	1935
vyastAstaTA	vyastAstaTA
nijacarArDavihInayuktA	nijacarArDavihInayuktAH
zaRRAM	zaRRAM
kramatt	kramAt
svavizaye	svavizaye
punarupekramAca	punarutkramAcca
2	2
tripraSnADyAyaH	tripraSnADyAyaH
23^3	233
iti	iti
pfTak	pfTak
PalAni	PalAni
vyAsArDavattakIwayaH	vyAsArDavfttakowayaH
mezavizamiTunIdyAnAM	mezavfzamiTunodayAnAM
yatastiryagapamaRqalamudaksTitam	yatastiryagapamaRqalamudakasTitam
pratastajjovAprARAMstezAmudayA	atastajjIvAprARAstezAmudayA
na	na
Bavanti	Bavanti
SragDaTA	anyaTA
niravadeSe	nirakzadeSe
paScaGawikA	paYcaGawikA
rASyudayA	rASyudayA
SraBaviTan	aBavizyan
iti	iti
16	16
evamAnItAn	evamAnItAn
mezAdInAM	mezAdInAM
niracodayAn	nirakzodayAn
KarUpatIdarSayatiIsToqatAdvatena	svarUpato^darSayati^raTodDatAvfttena
te	te
ca	ca
KAdrirasaSuBraBAnavI	KAdrirasaSuBraBAnavo
167o	1670
bARanandanagaSItaraSmaya	bARanandanagaSItaraSmayaH
1795	1795
sAyavAnalanavacanapAkarA	sAyakAnalanavakzamAkarA
1935	1935
rAcaseSvarapurodyA	rAkzaseSvarapurodayAH
smftA	smftAH
17	17
srazwo$rTE	spazwo$rTaH
pUrvAnOtEH	pUrvAnItEH
KadeSarASyudayElagnAnayanaM	svadeSarASyudayErlagnAnayanaM
sADena	sArDena
KAgatAvfttaddayenAMcca	svAgatAvfttadvayenAha
qUzwakAlikaravaragatAMSAn	izwakAlikaraveragatAMSAn
tAqa़yettadudayena	tAड़yettadudayena
KarAmEH	KarAmEH
30	30
saMBajedasusamUhamavApta	saMBajedasusamUhamavAptaM
SoDayedaBi1matAsusamUhAt	SoDayedaBi1matAsusamUhAt
18	18
nicipe2ddinapatAvagatAMSAnSezato	nikzipe2ddinapatAvagatAMSAn^Sezato
vyapanayedudayA~Sva	vyapanayedudayAMSca
dehi	dehi
BAsvati	BAsvati
viSuqBasaMKyAM	viSudDaBasaMKyAM
viMSatA3O$Ta	triMSatA30$Ta
guRayedasuSazam	guRayedasuSezam
19	19
BAjaye3dapatitodayamityA	BAjaye3dapatitodayamityA
labDamaMSumati	labDamaMSumati
nikzipa	nikzipa
lagnam	lagnam
1	1
daBimataM	daBimataM
susamUhAt	susamUhAt
2	2
nidiApedinayavatAvagatAMgAkfzatI$pyavanayendudayoMzya	nikzipedinabavatAvagatAMSA़Cazata$pyavanayendudayASca
2	3
BAjayedavatitIyamityAlabDamatrUmati	BAjayedavatitoyamityAlabDamaSrumati
nicicalapram	nikzicalagram
iti	iti
sU	mU
pAWa	pAWaH
23^4	234
hiDvAntaSeKara	sidDAntaSeKare
yacitrizwakAle	yasminnizwakAle
dinagate	dinagate
lagnaM	lagnaM
kartumicCati	karttumicCati
tatra	tatra
kAle	kAle
tAtkAlikaM	tAtkAlikaM
raviM	raviM
CAtvA	kftvA
raviRA	raviRA
rASeraBuptA	rASeraBukti
ye	ye
